sentence,created_at,ave_sentiment,user_username
"Strengthening the voice of indigenous peoples and local communities in conservation decisions is crucial for creatinga vibrant future, writes @nature_org. #WeAreIndigenous #IndigenousDay https://t.co/K1bNBkxKcE https://t.co/gpbls4GI2U",2018-08-08T02:15:04.000Z,0.232203113,theGEF
Countries pledge US$4.1 billion to @theGEF &amp; its integrated approaches to transform key economic systems in #GEF7 https://t.co/RdMiIQ0M2l https://t.co/9Jg1gGniBc,2018-08-07T23:00:34.000Z,0.113389342,theGEF
"#DYK? Marine organisms are affected directly by atmospheric carbon dioxide, which dissolves in the oceans, raising acidity beyond safe levels. Learn more: https://t.co/mxLvPYKsEU #SDGAtlas #SDG14 https://t.co/nVOd8WTksE",2018-08-07T20:00:43.000Z,0.20174225,theGEF
Smallholder farming is heading towards transformative change in Sub-Saharan #Africa as @theGEF #FoodSecurity program fosters better land management practices to feed more people and keep the planet healthy https://t.co/UVfYUBrkkv  #theGEFblog #ZeroHunger https://t.co/AVb8WfsdCz,2018-08-07T17:01:02.000Z,0.4601114,theGEF
"As we learn more about the full value of coral reefs, it can no longer be just an environmentalist?s endeavor. It is also a critical human development strategy, writes @nature_org. https://t.co/VeNqtusScB #IYOR2018 #CoralOn https://t.co/82AxuXHawE",2018-08-07T14:00:48.000Z,0.085120391,theGEF
"Using Public-Private partnerships or #PPPs in nature-based #tourism can result in an influx of investments, inclusive economic development, and a focus on lasting results. All good news for #conservation and development efforts in #Mozambique: https://t.co/btzzvskUao #theGEFBlog https://t.co/8rBsH5PQRg",2018-08-07T11:10:04.000Z,0.310576563,theGEF
Maasai people in #Kenya benefit from a @UNDP @theGEF  project #empoweringwomen through land management. Read more: https://t.co/i5uqOublhl #IndigenousDay https://t.co/TICpMkonHl,2018-08-07T08:00:12.000Z,0.167716927,theGEF
"In the #Caribbean, new job opportunities can be created by caring for and maintaining the #environment https://t.co/FDEv2ktvNu https://t.co/BUx7kxPmS4",2018-08-07T05:05:03.000Z,0.470678724,theGEF
".@theGEF #FoodSecurity program is creating innovative land management opportunities for farmers so that they can increase their productivity while safeguarding the #land, #water and #soil they depend on: https://t.co/UVfYUBrkkv https://t.co/pzipb1XP3p",2018-08-07T01:00:14.000Z,0.551552832,theGEF
"In a first-of-of its-kind conference 500+ participants including politicians, experts, businessmen and conservationists have come together to transform the landscape of #Mozambique by focusing on nature-based #tourism https://t.co/btzzvskUao https://t.co/fSUsbMdvsc",2018-08-06T22:00:13.000Z,0.178443563,theGEF
"Indigenous peoples &amp; local communities hold formal rights to 18% of global lands, including 24% of tropical forest carbon and much of global biodiversity. We agree with @nature_org –this makes them among Earth’s most important stewards. #WeAreIndigenous https://t.co/xpn5FeO8tE",2018-08-06T19:02:36.000Z,0.304014802,theGEF
RT @WorldBank: The new @WorldBank Environmental and Social Framework #ESF will enable client countries to better manage their risks and imp…,2018-08-06T15:55:10.000Z,0.512812042,theGEF
The @UN estimates that over 60% of the land projected to be urban in 2030 is yet to be built. Now is the time to design and retrofit cities to develop a #sustainable and habitable Earth for generations to come: https://t.co/7exDo1vbrE  #globalcommons https://t.co/4uJqtOp9JU,2018-08-06T11:00:20.000Z,0.147012237,theGEF
"In #Rwanda, @theGEF backed @UNEnvironment  project turned #beekeeping from a side business into a real trade: https://t.co/bRTsT1xcwz https://t.co/oAH87M8APi",2018-08-06T08:00:13.000Z,0.08660254,theGEF
"It is no simple to task to meet global #energy demands without significantly increasing GHG emissions or depleting #water resources. Radical change is crucial, says @wef @dwaughray https://t.co/X0d1ejSGJR #globalcommons https://t.co/mWx3tltBhD",2018-08-06T05:00:13.000Z,-0.060170895,theGEF
"To save the #AmazonRainforest from deforestation we need to create a new, inclusive economy that catalyzes an entrepreneurial revolution involving world leaders, indigenous peoples and visionary innovators https://t.co/2nfLVCGHjG #GlobalCommons https://t.co/jJN2sbrlwu",2018-08-06T00:00:13.000Z,0.567176506,theGEF
A @theGEF-funded project in #Gorongosa #Mozambique is designed to overcome conflict with coffee plantations that can help hundreds of families and reverse deforestation at the same time https://t.co/EtWyTlf7Kf https://t.co/OjcCCCY3vj,2018-08-05T21:00:16.000Z,-0.145999279,theGEF
Can you imagine how much money and natural resources could be saved if the world adopted #energyefficiency as a priority in public lighting or industries? Learn how #Brazil will power up investments in both: https://t.co/hEODeaneAH #EndEnergyPoverty https://t.co/y3Ojshds9g,2018-08-05T18:10:04.000Z,0.490442719,theGEF
Do you need vitamin sea? #Africa is leading the way to promote #NatureBasedTourism as a preferred economic development and conservation approach. Read more https://t.co/OVg6OLYabp via @WBG_Environment https://t.co/jpt9zylcdD,2018-08-05T15:15:08.000Z,0.292947712,theGEF
"The government of #Mozambique, together with the @WorldBank &amp; the #GlobalWildlifeProgram, is working on maximizing finance for nature-based tourism that can deliver results for people and #wildlife https://t.co/btzzvskUao https://t.co/VT07IL0N11",2018-08-05T12:00:26.000Z,0,theGEF
"Further #ClimateChange is inevitable, but the degree of change depends on the path of future emissions of CO2 and other greenhouse gases. https://t.co/mxLvPYKsEU #SDGAtlas #SDG13 https://t.co/Ts852mljWo",2018-08-05T09:00:17.000Z,-0.043627769,theGEF
A @theGEF &amp; @WorldBank #Africa project in Northern #Ghana has created a knowledge sharing partnership between communities &amp; experts that has yielded solutions to land degradation and restored livelihoods https://t.co/4UK4t9ubdr #SLM w/ @WorldBankAfrica https://t.co/FA59JcDh5c,2018-08-05T06:00:09.000Z,0.248746859,theGEF
"It is no simple to task to meet global #energy demands without significantly increasing GHG emissions or depleting #water resources. Radical change is crucial, says @wef @dwaughray https://t.co/X0d1ejSGJR #globalcommons https://t.co/2hw1yQgf18",2018-08-05T03:00:11.000Z,-0.060170895,theGEF
"In #Brazil, a new initiative will leverage investments in energy-efficient public lighting and industry equipment over the next 15 years. It also seeks to make the national power sector more efficient and sustainable. Here's how: https://t.co/hEODeaneAH #EndEnergyPoverty https://t.co/BpCtHBqU88",2018-08-05T00:00:12.000Z,0.470263394,theGEF
"In countries like #Mozambique, nature-based tourism can help preserve wildlife by providing communities near conservation areas with sustainable livelihoods. For this to happen, new investments and strong partnerships are needed. More on #theGEFBlog https://t.co/btzzvskUao https://t.co/PD9LY1FZth",2018-08-04T20:00:23.000Z,0.43046298,theGEF
Coral reefs need our optimism and action to save them. It?s not too late. Great mantra from @nature_org. https://t.co/VeNqtusScB #IYOR2018 #CoralOn https://t.co/TeENWTofDC,2018-08-04T17:00:23.000Z,0.222819322,theGEF
"To see first-hand how @theGEF Small Grants Programme can have big impacts on the ground, #GEFassembly delegates took a trip to the Cham Islands in #Vietnam where the local community is saving land crabs https://t.co/yLP9i5PvlC   @GEF_SGP https://t.co/8xsrRKCMLy",2018-08-04T14:00:45.000Z,0.328196231,theGEF
"A @theGEF funded project in #Gorongosa #Mozambique encourages farmers to cultivate bananas, pineapples &amp; other crops amid coffee plantations to create a sustainable mosaic of cultivation &amp; natural forest https://t.co/EtWyTlf7Kf https://t.co/K4fQAESgLx",2018-08-04T11:00:21.000Z,0.640512615,theGEF
"Carbon dioxide (CO2) emissions have been growing steadily, so its concentration in the atmosphere is also growing—at an accelerating rate. https://t.co/mxLvPYKsEU #SDGAtlas #SDG13 https://t.co/UM2EGHotSs",2018-08-04T08:00:16.000Z,0.190525631,theGEF
"In 2016, #tourism generated $7.6 trillion &amp; about 292 million jobs globally. Finances from tourism help support #wildlife conservation efforts in protected areas and sustain local livelihoods. In #Mozambique, new investment opportunities are being explored https://t.co/btzzvskUao https://t.co/tZ0xsAl6Nn",2018-08-04T05:00:06.000Z,0.341204979,theGEF
"Using #PPPs to promote #conservation and economic development? @WorldBank Senior Global Wildlife Program Coordinator, Elisson Wright, explains how #Mozambique does it: https://t.co/OVg6OLYabp #NatureBasedTourism https://t.co/9jEiInCUYq",2018-08-04T02:05:03.000Z,0.280351421,theGEF
"The delicate balance of #energy security, #water security and #foodsecurity can only be struck by properly managing the #globalcommons while supporting economic development in a way that benefits everyone https://t.co/X0d1ejSGJR #globalcommons https://t.co/G2YqxMhWgK",2018-08-03T23:00:31.000Z,0.249878019,theGEF
"The government of #Mozambique has raised $600 million in investments for nature-based tourism to protect national parks, combat poaching and develop rural communities with the support of @theGEF @WorldBank  #GlobalWildlifeProgram https://t.co/btzzvskUao https://t.co/4Q22bQcOyp",2018-08-03T20:00:19.000Z,-0.1040833,theGEF
Did you know that 86% of Brazilians live in cities? Learn how Brazil is boosting urban #EnergyEfficiency to fight #climatechange and #endenergypoverty https://t.co/hEODeaneAH https://t.co/9mkTr6yT1i,2018-08-03T17:15:07.000Z,0.063987394,theGEF
#India's waste pickers #BeatPlasticPollution with smart systems that improve living conditions https://t.co/0yG0hf9nfo https://t.co/TjmhcjcEgO,2018-08-03T14:00:53.000Z,0.109108945,theGEF
".@theGEF and @UNDP in #Zambia are working to teach illegal poachers sustainable methods for supporting their families, breaking their dependence on #wildlife crime. Read more about the amazing transition here: https://t.co/ZWegp5E7z6 #wildforlife https://t.co/dk5m20tkru",2018-08-03T11:00:54.000Z,0.079771618,theGEF
"Artificial intelligence, blockchain technologies &amp; more can be used to build a digital Amazonian “Library of Alexandria” or a registry of rights &amp; obligations to protect the natural resources of the #AmazonRainforest:  https://t.co/2nfLVCGHjG https://t.co/Z3uNyKOndb",2018-08-03T08:00:13.000Z,0.52474384,theGEF
"1,857 plant species in #Ecuador (71 percent) are threatened, reflecting the unique and fragile biodiversity of tropical areas. https://t.co/mxLvPYKsEU #SDGAtlas #SDG15 https://t.co/k0b3Nmmjcu",2018-08-03T05:00:07.000Z,-0.054568633,theGEF
"In a first-of-of its-kind conference 500+ participants including politicians, experts, businessmen and conservationists have come together to transform the landscape of #Mozambique by focusing on nature-based #tourism https://t.co/btzzvskUao @WBG_Environment https://t.co/gEwamZa49v",2018-08-03T02:00:11.000Z,0.171791138,theGEF
"Glassy skyscrapers have untapped potential to make #cleanenergy. With see-through, organic #solar cells as windows, skyscrapers could soon generate their own power https://t.co/HcKlMytx1c @sciencemagazine https://t.co/XEol8BKcbS",2018-08-02T23:00:23.000Z,0.083417401,theGEF
"Find out how Aminata and other #environment + social specialists around the world are preparing for the new @WorldBank Environmental and Social Framework.
Launching Oct 1, 2018  #ESF https://t.co/SaN9iiyQtr https://t.co/U1bLPzUfoI",2018-08-02T20:00:19.000Z,0.093072573,theGEF
"Using Public-Private partnerships or #PPPs in nature-based #tourism can result in an influx of investments, inclusive economic development, and a focus on lasting results. All good news for #conservation and development efforts in #Mozambique: https://t.co/btzzvskUao #theGEFBlog https://t.co/U3fB7C3cSI",2018-08-02T17:15:06.000Z,0.30251185,theGEF
"RT @UNEnvironment: ""In the decade that ran from 1979 to 1989, we had an excellent opportunity to solve the climate crisis...Almost nothing…",2018-08-02T16:30:46.000Z,0.194042996,theGEF
"RT @UNDP_BD: Bangladesh's first-ever solar boat. We are working under Development of Sustainable Renewable Energy Power Generation Project,…",2018-08-02T15:36:54.000Z,0.259918023,theGEF
"There is a reason coral reefs are a part of the UN?s Sustainable Development goals: they have tremendous value to people and our communities, writes @nature_org. https://t.co/VeNqtusScB #IYOR2018 #CoralOn #SDGs https://t.co/dmjID6Grme",2018-08-02T14:00:47.000Z,0.149407563,theGEF
".@NaokoIshiiGEF stresses that operating within the planetary boundaries not only ensures healthy economies, but has the potential to provide much more growth than sticking to business as usual https://t.co/vZJYMbTjeI #globalcommons https://t.co/BGuzBeDUnm",2018-08-02T11:00:36.000Z,1.084211321,theGEF
"For some species, poaching is an existential threat. Commitments to tackling illegal wildlife trade in #Africa and #Asia totaled $1.3 billion between 2010 and 2016. Learn more: https://t.co/mxLvPYKsEU #SDGAtlas #SDG15 https://t.co/evvwGRcUZQ",2018-08-02T08:00:13.000Z,-0.156762494,theGEF
"With their newly acquired skills and techniques, these ex-poachers will no longer need to take serious risks of poaching to provide for their families. Learn more about these remarkable programs decreasing #wildlife crime now: https://t.co/GiWqfNvRJL #wildforlife https://t.co/8N1Gzvk5M8",2018-08-02T05:00:07.000Z,0.233023808,theGEF
"#Mexico has set a model by establishing nearly 300 basins with water reserves. These water reserves protect rivers from overexploitation and pollution to sustain biodiversity, communities and livelihoods https://t.co/VCq3UVmKZm https://t.co/NlaWEMkuso",2018-08-02T01:30:06.000Z,0.185312618,theGEF
"The government of #Mozambique, together with the @WorldBank &amp; the #GlobalWildlifeProgram, is working on maximizing finance for nature-based tourism that can deliver results for people and #wildlife https://t.co/btzzvskUao",2018-08-01T21:20:21.000Z,0,theGEF
🌊🌴Do you need vitamin sea? #Africa is leading the way to promote #NatureBasedTourism as a preferred economic development and conservation approach. Read more https://t.co/OVg6OLYabp 📷🐘🦁via @WBG_Environment https://t.co/EnXmx0535v,2018-08-01T17:01:19.000Z,0.292947712,theGEF
Too many of us have too much to lose if we don't save coral reefs. Great interactive feature from @nature_org during this important International Year of the Reef. https://t.co/VeNqtusScB #IYOR2018 #CoralOn https://t.co/cNxXUULzbR,2018-08-01T14:00:42.000Z,-0.31504006,theGEF
".@theGEF project will support expansion of @GoronogosaPark, 1 of Africa’s best #wildlife restoration success stories https://t.co/81Dg9Uj6iu https://t.co/9u3Y028BtH",2018-08-01T11:00:55.000Z,0.336787657,theGEF
".@WWF, @ConditionOne &amp; @ Google have made a 360° &amp; VR film so you can experience what happens to seafood from sea to plate. It shows that everyone has a role to play in reducing loss and waste along the supply chain https://t.co/B6BM3j4Jin https://t.co/HdRZCpgdDC",2018-08-01T08:00:17.000Z,-0.151997111,theGEF
What does it take to defend #elephants? Find out from the #rangers who patrol the #Niassa Reserve in #Mozambique in the latest Global Wildlife Program video: https://t.co/7utqYOiSze #WorldRangerDay https://t.co/uY78Z5QsR6,2018-08-01T05:15:04.000Z,0.120275233,theGEF
.@theGEF and the Global #Wildlife Program are supporting forest guards and #wildlife rangers by providing tools &amp; resources to strengthen law enforcement capacity. https://t.co/bKO7OpRfbz #WorldRangerDay https://t.co/SVVaF6vtma,2018-08-01T01:09:53.000Z,0.250323624,theGEF
New on #theGEFblog: How can we feed the world and keep the planet healthy? We start by making smallholder farming more #sustainable https://t.co/glqmnXurSa #FoodSecurity https://t.co/tMKeuc74mk,2018-07-31T18:00:45.000Z,0.419259497,theGEF
"To make people care about the environment we need to speak a common language that everyone understands, says @ErikSolheim @UNEnvironment https://t.co/KeIQEYoO2y #GEFAssembly https://t.co/d9h56490dB",2018-07-31T15:10:08.000Z,0.353553391,theGEF
"For some species, poaching is an existential threat. Commitments to tackling illegal wildlife trade in #Africa and #Asia totaled $1.3 billion between 2010 and 2016. Learn more: https://t.co/0AnckHdBYD #SDGAtlas #SDG15 https://t.co/76JuyUiehr",2018-07-31T12:01:15.000Z,-0.156762494,theGEF
A @theGEF &amp; @WorldBank #Africa project in Northern #Ghana has created a knowledge sharing partnership between communities &amp; experts that has yielded solutions to land degradation and restored livelihoods https://t.co/4UK4t9ubdr #SLM w/ @WorldBankAfrica https://t.co/jP3NKolJEn,2018-07-31T09:05:06.000Z,0.251622641,theGEF
"ICYMI: @dwaughray, Head of Public Private Cooperation at the @wef on the urgency of addressing the inter-related challenges of managing #energy, #water and #agriculture in a changing #climate https://t.co/MBqVqgZ3WU #globalcommons https://t.co/OwD7cw3SoY",2018-07-31T06:00:18.000Z,0.015617376,theGEF
"A circular economy approach to #marineplastics not only reduces marine debris, but also cuts GHG and harmful chemical emissions https://t.co/r1yBdTXQDJ #GEFAssembly https://t.co/WqTl8h0mQ6",2018-07-31T03:10:03.000Z,-0.386151399,theGEF
24 percent of animal species in #Madagascar 🇲🇬 are threatened. https://t.co/F3fnnXmg8l #SDGAtlas #SDG15 https://t.co/Vhp6auPUJg,2018-07-31T00:00:33.000Z,-0.096464626,theGEF
"#Mercury #pollution can threaten ecosystems, but cleaning it up can be expensive &amp; destructive. Researchers have found a new low-cost, nonhazardous way to reduce the risks by using charcoal to trap it in the soil https://t.co/izSuoP0KWD via @SmithsonianEnv https://t.co/iTcaFFLcqH",2018-07-30T21:00:18.000Z,0.115217559,theGEF
"It is no simple to task to meet global #energy demands without significantly increasing GHG emissions or depleting #water resources. Radical change is crucial, says @wef @dwaughray https://t.co/X0d1ejSGJR #globalcommons https://t.co/witBELU6aR",2018-07-30T18:00:32.000Z,-0.060170895,theGEF
"Using #PPPs to promote #conservation and economic development? @WorldBank Senior Global Wildlife Program Coordinator, Elisson Wright, explains how #Mozambique does it: https://t.co/OVg6OLYabp #NatureBasedTourism https://t.co/Aq8ypAw5Jf",2018-07-30T15:05:06.000Z,0.278648539,theGEF
"#NewCaledonia 🇳🇨 has the highest proportion of protected land, after #Monaco 🇲🇨, at 54 percent. Learn more: https://t.co/mxLvPYKsEU #SDGAtlas #SDG15 https://t.co/pBrYfJ0EQc",2018-07-30T08:00:39.000Z,0.315162124,theGEF
In #Kenya fishermen are paid to care for mangroves allowing fish populations to thrive and proving that protecting the environment can be in everyone’s best interest https://t.co/UvlfPeFqUd #GEFAssembly https://t.co/RUI3mNikkM,2018-07-30T05:10:04.000Z,0.706915645,theGEF
"A new, US$2 million @theGEF-financed project for coastal resilience will support #Liberia’s goals to #endpoverty and ensure low-carbon, climate-resilient development in line with the #ParisAgreement and the #2030Agenda https://t.co/iThBV7db76",2018-07-30T02:00:19.000Z,0.427437367,theGEF
"1,857 plant species 🌿 in #Ecuador 🇪🇨 (71 percent) are threatened, reflecting the unique and fragile biodiversity of tropical areas. https://t.co/mxLvPYKsEU #SDGAtlas #SDG15 https://t.co/clqBloWaXo",2018-07-29T20:00:32.000Z,-0.054568633,theGEF
People care about things that impact their daily lives. It’s time to spread awareness that protecting the environment is beneficial for all https://t.co/UvlfPeFqUd #GEFAssembly https://t.co/M08Wsi700K,2018-07-29T17:10:06.000Z,0.296666667,theGEF
"With their newly acquired skills and techniques, these ex-poachers will no longer need to take serious risks of poaching to provide for their families. Learn more about these remarkable programs decreasing #wildlife crime now: https://t.co/GiWqfNvRJL #wildforlife https://t.co/awdZVd5Aqy",2018-07-29T14:00:47.000Z,0.236580487,theGEF
"Preserving #biodiversity is vital for the health of businesses &amp; people. As one of humanity’s best defenses against extreme weather and rising temperatures, it provides food, absorbs waste and protects shorelines https://t.co/v3bOHMNxpy via @SmithsonianEnv https://t.co/i3j1NgPIk2",2018-07-29T10:00:19.000Z,0.214650996,theGEF
"The delicate balance of #energy security, #water security and #foodsecurity can only be struck by properly managing the #globalcommons while supporting economic development in a way that benefits everyone https://t.co/egybtIrQxb",2018-07-29T07:00:17.000Z,0.27852425,theGEF
Science takes on the challenge of saving the planet?s #GlobalCommons while feeding the world?s ever-increasing population https://t.co/Zpa3SNjdat #GlobalCommons #FutureOfFood #ZeroHunger #GEFAssembly https://t.co/oZDFx7G9mZ,2018-07-29T05:00:11.000Z,0.089511801,theGEF
.@theGEF  project in #Mozambique will improve rangers’ capacity to fight poaching and manage the park https://t.co/B3TWhsIpgD #WildforLife https://t.co/kBQEbBk5Ov,2018-07-29T02:05:03.000Z,-0.068640647,theGEF
Seas in #Liberia are rising but so are efforts to protect the lives and livelihoods of thousands of people living along the coastline with a new @theGEF financed project launched by President of #Liberia https://t.co/iThBV7db76,2018-07-28T23:00:24.000Z,0.438350821,theGEF
"#DYK? Marine organisms are affected directly by atmospheric carbon dioxide, which dissolves in the oceans, raising acidity beyond safe levels. Learn more: https://t.co/mxLvPYKsEU #SDGAtlas #SDG14 https://t.co/ULBlG1oAMP",2018-07-28T20:00:37.000Z,0.20174225,theGEF
"ICYMI: @dwaughray, Head of Public Private Cooperation at the @wef on the urgency of addressing the inter-related challenges of managing #energy, #water and #agriculture in a changing #climate https://t.co/X0d1ejSGJR #globalcommons https://t.co/88zT5V3hbH",2018-07-28T17:00:46.000Z,0.015430335,theGEF
".@figuerescr is confident that we can rise to the challenge of saving our oceans w/ “blue” investments &amp; policies that will also help food security, livelihoods &amp; regional stability https://t.co/KHAlNdaWvo  #GEFAssembly #BlueEconomy @oceanunite https://t.co/XmIvQuiJuH",2018-07-28T14:00:45.000Z,0.355756237,theGEF
".@theGEF and @UNDP in #Zambia are working to teach illegal poachers sustainable methods for supporting their families, breaking their dependence on #wildlife crime. Read more about the amazing transition here: https://t.co/GiWqfNvRJL #wildforlife https://t.co/yX6vS2b81R",2018-07-28T11:00:36.000Z,0.082385639,theGEF
A school in #Liberia is falling into the sea. President George Weah is committed to saving it with a @theGEF funded project aimed at protecting people living along the coastline https://t.co/iThBV7db76,2018-07-28T08:00:34.000Z,0.080921942,theGEF
.@ErikSolheim stresses that a more relatable discourse can make protecting the environment a kitchen conversation from Kansas to Kazakhstan https://t.co/UvlfPeFqUd #GEFAssembly https://t.co/svfFR6VjqC,2018-07-28T05:10:04.000Z,-0.066850322,theGEF
"#DYK? Activity on land can also damage seas. Hundreds of marine dead zones exist, with oxygen concentrations too low to support most life. Learn more: https://t.co/mxLvPYKsEU #SDGAtlas #SDG14 https://t.co/sOpD8PRgni",2018-07-28T02:00:24.000Z,0.023506749,theGEF
"A new, US$2 million @theGEF-financed project for coastal resilience will support #Liberia’s goals to #endpoverty and ensure low-carbon, climate-resilient development in line with the #ParisAgreement and the #2030Agenda https://t.co/7RUPQBBhoP",2018-07-27T22:00:49.000Z,0.433333333,theGEF
"With their newly acquired skills and techniques, these ex-poachers will no longer need to take serious risks of poaching to provide for their families. Learn more about these remarkable programs decreasing #wildlife crime now: https://t.co/GiWqfNvRJL #wildforlife https://t.co/nUbG1bxcSe",2018-07-27T19:00:51.000Z,0.236580487,theGEF
New approach to #wildlife conservation puts working w/ communities at the &lt;3 of its' efforts https://t.co/B3TWhsIpgD #wildforlife https://t.co/kVIwfRwFXk,2018-07-27T16:01:34.000Z,0.37,theGEF
"RT @UNDP: Happy, happy birthday to our Goodwill Ambassador and #GlobalGoals champion @nikolajcw! Join us in wishing actor Nikolaj Coster-Wa…",2018-07-27T13:32:19.000Z,0.643243192,theGEF
"In Northern #Ghana the @theGEF &amp; @WorldBankAfrica financed Sustainable Land and Water Management Program which restored landscapes while creating jobs, reducing poverty and empowering women https://t.co/9ojzdJSf3B  #SLM https://t.co/T1i6wmjjus",2018-07-27T13:15:10.000Z,0.189058835,theGEF
".@theGEF Sr. Environmental Specialist @LeahKarrer on her personal commitment to #SaveOurOcean, from local to global action https://t.co/a8vjLlgVkT #GEFAssembly https://t.co/gA0yNtcYBH",2018-07-27T10:10:05.000Z,0.125507856,theGEF
"Further #ClimateChange is inevitable, but the degree of change depends on the path of future emissions of CO2 and other greenhouse gases. https://t.co/mxLvPYKsEU #SDGAtlas #SDG13 https://t.co/l3PVA7FmrO",2018-07-27T07:00:37.000Z,-0.043627769,theGEF
Seas in #Liberia are rising but so are efforts to protect the lives and livelihoods of thousands of people living along the coastline with a new @theGEF financed project launched by President of #Liberia https://t.co/iThBV7db76,2018-07-27T05:00:19.000Z,0.438350821,theGEF
"There is a reason coral reefs are a part of the UN’s Sustainable Development goals: they have tremendous value to people and our communities, writes @nature_org. https://t.co/VeNqtusScB #IYOR2018 #CoralOn #SDGs https://t.co/Ydz5Fu86Wo",2018-07-27T01:00:38.000Z,0.165000037,theGEF
RT @WBG_PPP: #Engage local communities: Key for #PPPs to work in #NatureBasedTourism sector to achieve conservation results. Learn more: ht…,2018-07-27T00:25:34.000Z,0.757460471,theGEF
"Artificial intelligence, blockchain technologies &amp; more can be used to build a digital Amazonian “Library of Alexandria” or a registry of rights &amp; obligations to protect the natural resources of the #AmazonRainforest:  https://t.co/BGgV2EEtES https://t.co/B7y9ZTn9HX",2018-07-26T22:00:53.000Z,0.506539059,theGEF
"Carbon dioxide (CO2) emissions have been growing steadily, so its concentration in the atmosphere is also growing—at an accelerating rate. https://t.co/mxLvPYKsEU #SDGAtlas #SDG13 https://t.co/RRkpBf3edU",2018-07-26T19:01:10.000Z,0.190525631,theGEF
"Did you know that #forests help maintain Earth?s biodiversity, water resources, and protect soiI? https://t.co/8xpyel0jV1 https://t.co/xBTLHlO0jR",2018-07-26T16:49:36.000Z,0.184539713,theGEF
