sentence,created_at,ave_sentiment,user_username
"Preliminary @NWSHonolulu rainfall measurements from the Big Island of Hawaii show rainfall totals from former Hurricane #Lane of up to 1,300 mm,. This is 3rd highest storm total rainfall from a tropical cyclone in the US since 1950. https://t.co/21qPLuu3F4",2018-08-27T11:44:20.000Z,-0.063425368,WMO
"There are about 200 million fewer women with mobile phones than men. Less access to disaster warnings, weather forecasts, agricultural advice, WMO tells session on #gender at Greater Horn of Africa #Climate Outlook Forum. https://t.co/dmwLhklk6z",2018-08-27T11:40:13.000Z,-0.104094437,WMO
WMO presentation at Greater Horn of Africa Climate Outlook Forum in Rwanda on “Understanding #gender-specific impacts of climate” because men and women have different roles and needs https://t.co/HvFqBmgqSk,2018-08-27T11:31:45.000Z,0.265165043,WMO
WMO is supporting 50th Greater Horn of #Africa Climate Outlook Forum in #Rwanda which will issue forecast for coming rainy season. Focus on #gender sensitive #weather and #climates services to meet the different needs and roles of men and women https://t.co/SB72BKrqqm,2018-08-27T09:20:16.000Z,0.094679592,WMO
RT @m_parrington: Daily #wildfire 🔥 #CO2 emissions from #Indonesia 🇮🇩 through August 2018 have been the highest since 2015. Estimated by #C…,2018-08-27T07:39:11.000Z,-0.034105396,WMO
RT @MeteoRwanda: Meteo Rwanda wishes to welcome all climate stakeholders to the 50th  Greater Horn of Africa Climate Outlook Forum to be he…,2018-08-27T07:30:29.000Z,0.375325945,WMO
Join us today at World Water Week from 14:00-15:30 (room NL 357) to discuss why reliable data on #hydrology and #water is critical for making effective and timely decisions: https://t.co/TB3I8olPAq #WWWeek https://t.co/LF2JuxzbYM,2018-08-26T10:35:24.000Z,0.232185823,WMO
Water crisis is the 5th global risk we face in terms of impact. Learn more about how #hydrological data and services can foster good governance in your country. https://t.co/TB3I8olPAq https://t.co/tDeWHKNJEv,2018-08-25T16:10:43.000Z,0.09192072,WMO
RT @ESA_EO: Hurricanes are one of the forces of nature that can be tracked only by satellites🛰️. Since its launch #Sentinel3’s Radiometer h…,2018-08-25T16:04:22.000Z,-0.020625005,WMO
Join us on 26 August at World Water Week in #Stockholm hosted by @siwi_water where we will discuss why reliable data on #hydrology and #water is critical for making effective and timely decisions: https://t.co/TB3I8olPAq  #WWWeek https://t.co/Zg611PV8Nm,2018-08-25T10:06:50.000Z,0.213790836,WMO
"RT @UNFCCC: Plastics affect the health of our oceans, wildlife and communities. Now there is another good reason to fight #plasticpollution…",2018-08-24T16:05:53.000Z,0.154611127,WMO
"RT @NASAHurricane: Central Pacific - NASA Looks at Heavy Rainmaker in #HurricaneLane
Cloud top temperatures provide scientists with an unde…",2018-08-24T16:05:37.000Z,0.640069897,WMO
#FridayPhoto of thunderstorms above Jura mountains (France &amp; Switzerland) on night of 22/23 August. Tnx @suarezphoto https://t.co/EKCI47qULP,2018-08-24T15:43:08.000Z,-0.037836539,WMO
#FridayPhoto from @officewithviews of storm clouds during flight over Alps earlier this week from Germany to Majorca! https://t.co/E8jzovOkZa,2018-08-24T15:39:54.000Z,-0.033087094,WMO
RT @NOAASatellites: #GOESWest satellite captured #Hurricane #Lane in this rainbow imagery. Preliminary storm totals from @NWSHonolulu have…,2018-08-24T13:42:50.000Z,-0.171635574,WMO
Join us on 26 August at World Water Week in #Stockholm hosted by @siwi_water where we will discuss why reliable data on #hydrology and #water is critical for making effective and timely decisions: https://t.co/TB3I8olPAq  #WWWeek https://t.co/EE0pnr69io,2018-08-24T10:42:04.000Z,0.213790836,WMO
"WMO has been named as winner of the LUI Che Woo Welfare Betterment Prize for its work on reducing the impact of weather, climate and water-related hazards and protecting lives. Details https://t.co/O7Ul5E1w5o https://t.co/Wr9pSRYLOh",2018-08-24T10:11:05.000Z,0.372431001,WMO
"RT @NWS: Here's the latest track for Hurricane #Lane.

Hurricane Lane will bring life threatening conditions across Hawaii through Saturday…",2018-08-23T16:24:29.000Z,-0.404693543,WMO
"RT @NASAEarth: 📸 on the @Space_Station captured views of #HurricaneLane churning in the Pacific on Aug. 22, south of #Hawaii. https://t.co/…",2018-08-23T16:23:35.000Z,0,WMO
"At #ClimateWeekLAC,  WMO has showcased the Integrated Global Greenhouse Gas Information System to promote scientific solutions for business leaders and policy makers in the Latin American region #ClimateAction  https://t.co/w4ZrkPy8V9 https://t.co/TonmG2rdQI",2018-08-23T15:20:53.000Z,0.496397277,WMO
RT @BarbTapia: Un orgullo de representar a la @WMO Comisión de Climatología en #ClimateWeekLAC y hoy junto a @PEspinosaC @UNFCCC @ciifen ht…,2018-08-23T15:14:34.000Z,0,WMO
#Aeolus satellite launch is GREAT news for weather forecasts and climate monitoring. It will provide wind measurements from space - top of WMO's list of unmet observational requirements for more than 20 years. Congrats and thanks @ESA_EO and the whole team https://t.co/CaE6UHWbQQ https://t.co/j8511TILd1,2018-08-23T13:09:21.000Z,0.298494516,WMO
Celebrating pioneer Indian meteorologist Anna Mani on what would have been her 100th birthday. She was an expert in weather instruments and became Deputy Director General of @Indiametdept #WomenInSTEM Read her story: https://t.co/h86PRc8BUi https://t.co/mxM9pTHT0P,2018-08-23T09:52:44.000Z,0.214331832,WMO
"RT @ECMWF: After the successful launch of the @esa #Aeolus satellite, ECMWF scientists are getting ready to process the data that could bri…",2018-08-23T09:23:54.000Z,0.3023459,WMO
"#Himawari satellite image as severe tropical storm #Soulik impacts South Korea, whilst Typhoon #Cimaron aims at #Japan. Updates at WMO Severe Weather Information Centre https://t.co/gcRV3X49eM https://t.co/4B16g12WWI",2018-08-23T09:17:42.000Z,-0.044741539,WMO
"RT @ESA_EO: What's #Aeolus' job once in orbit? ""It will fill the current gap in our atmospheric monitoring capability"", says Lars Peter Rii…",2018-08-23T07:40:29.000Z,0.084537363,WMO
"RT @NOAASatellites: This morning #NOAA20 captured this infrared image of #HurricaneLane, now a powerful Category 5 #hurricane with sustaine…",2018-08-22T14:33:27.000Z,-0.011785113,WMO
"RT @metofficestorms: In the last 70 years only two hurricanes (Dot in 1959, Iniki in 1992) have made direct landfall on any of the islands…",2018-08-22T13:39:45.000Z,0,WMO
RT @NOAASatellites: The #Himawari satellite captured dual typhoons #Soulik and #Cimaron spinning near #Japan and #Korea in the Pacific earl…,2018-08-22T13:39:32.000Z,0,WMO
"RT @tma_services: Deputy Minister for Labour, Youths and Employment, Hon. @AnthonyMavunde has officially launched the National Framework fo…",2018-08-22T09:11:01.000Z,0.048232313,WMO
"Today at #ClimateWeekLAC, #IG3IS will be promoting their scientific solutions for business leaders and policy makers in the Latin American region. Learn more at 16:30 UYT in room Gaugin. For more info: https://t.co/TEl5egLKrQ https://t.co/Y9rAYJbooB",2018-08-22T08:35:37.000Z,0.305049693,WMO
#Hurricane #Lane strengthens to a Category 5 hurricane and continues to inch closer to #Hawaii. @NWS Central Pacific Hurricane Center issuing warnings: flash flood watch for all of Hawaii. Stay up to date with the latest information: https://t.co/lmG4iVjyUX https://t.co/EoC1GRDyFm,2018-08-22T07:23:55.000Z,-0.115566715,WMO
"Are you at #ClimateWeekLAC? Come to Pitch Hub 2 today at 13:00 UYT to hear WMO experts from the Commission for Climatology, Barbara Tapia and Rodney Martinez, explain how the Commission is supporting risk management and adaptation plans in the region. https://t.co/JQMNuSOU8a",2018-08-21T13:14:21.000Z,0.033011467,WMO
Assessing the global #climate: Land and ocean temperature for #July 2018 was the fourth highest for the month of July and fourth warmest January-July global temperature. Read the full @NOAANCEIclimate report: https://t.co/w4VfheEgyj https://t.co/zzX55Z9uGF,2018-08-21T07:42:26.000Z,0.085614315,WMO
#Lane remains a major #hurricane and could bring significant impacts to the Hawaiian Islands later this week and into the weekend. Stay informed via the National Weather Service @NWS: https://t.co/lmG4iVjyUX https://t.co/kpOnql6lne,2018-08-21T07:35:06.000Z,-0.047631408,WMO
"RT @NASAClimate: As the climate warms, carbon frozen in the soil makes its way into the atmosphere. Lakes that form from this thawing perma…",2018-08-21T07:31:30.000Z,0.046321931,WMO
"Typhoon #Soulik is approaching Ryukyu islands #Japan and #SouthKorea while severe tropical storm #Cimaron is headed towards #Kyoto, Japan bringing heavy #rain, strong winds and high waves. Stay informed via JMA: https://t.co/gcRV3X49eM https://t.co/ktZXvvcqVU",2018-08-21T06:43:39.000Z,-0.108167905,WMO
"RT @NOAASatellites: The mega eye of #typhoon #Soulik, seen up close from the #Himawari-8 satellite. The Cat. 3 storm is expected to hit sou…",2018-08-21T06:15:53.000Z,-0.126756066,WMO
"RT @FAOAfrica: .@FAO Director-General, José Graziano da Silva in bilateral meeting with Petteri Taalas Secretary-General of the World Meteo…",2018-08-20T20:08:24.000Z,0.229128785,WMO
"WMO Secretary-General, Petteri Taalas, addressed the @FAO Conference on Youth Employment in Agriculture in Kigali, #Rwanda and focused on impacts of weather and #climate on #agriculture and the various services that are being provided and enhanced by WMO &amp; its NMHSs. #ZeroHunger https://t.co/FOk5iYdfoE",2018-08-20T20:07:15.000Z,0.185242703,WMO
RT @WorldBankWater: Making the shift from reactive crisis management to proactive risk management can boost resilience in the face of droug…,2018-08-20T18:35:05.000Z,0.065465367,WMO
"RT @Dust_Barcelona: #KofiAnnan showed his concern about the impact of airborne dust on health
@WMO @WHO @AEMET_Esp @BSC_CNS
Spanish: https:…",2018-08-20T18:25:02.000Z,-0.333623062,WMO
RT @NOAANCEIclimate: January to July 2018 global land surface temperature was 4th highest for the period at 2.16°F above average: https://t…,2018-08-20T18:17:42.000Z,0.305505046,WMO
"#Kerala #India received 42% excess rainfall during the 2018 monsoon season with a 164% more rainfall than average for the month of August, causing devastating floods, flash floods and landslides. Stay informed via @Indiametdept: https://t.co/1qn5cgdzOd https://t.co/yf2x9hNBO6",2018-08-20T10:55:50.000Z,-0.190081463,WMO
RT @metofficestorms: Latest view of Typhoon #Soulik and Tropical Storm #Cimaron. The former expected to pass to the south of the main islan…,2018-08-20T07:40:44.000Z,-0.070407295,WMO
RT @NASAEarth: An astronaut captured a moment of morning beauty as sunglint shimmered on the Gulf of Saint Lawrence between a break in the…,2018-08-20T07:15:15.000Z,0.234742767,WMO
Powerful #TyphoonSoulik is approaching southern #Japan and will make landfall tomorrow evening causing high #winds and torrential rains. Stay informed via JMA: https://t.co/gcRV3X49eM https://t.co/cgD3tC1k1t,2018-08-20T07:11:04.000Z,0.096464626,WMO
"RT @antonioguterres: Kofi Annan was a guiding force for good. I join the world in mourning his loss. In these turbulent and trying times, h…",2018-08-18T20:59:54.000Z,-0.101788268,WMO
WMO joins the rest of global community in mourning the death of former UNSG ⁦@KofiAnnan⁩. He addressed WMO Executive Council session in June on water for peace and sustainable development. A great statesman. Our condolences. https://t.co/vfiyB3DD2J,2018-08-18T12:52:47.000Z,0.192496224,WMO
RT @NWSLosAngeles: No need to adjust your screen. The entire CONUS ranked hottest on record for the 3-month period May-June-July at 70.9 de…,2018-08-16T09:21:38.000Z,0.020463237,WMO
RT @NASAGISS: The July GISTEMP data update was posted this morning. The global mean temperature anomaly for July was +0.78°C (above the 195…,2018-08-16T09:17:58.000Z,-0.016453062,WMO
RT @NASAGISS: The monthly GISTEMP surface temperature data release has been posted. The global mean temperature anomaly for July was +0.78°…,2018-08-16T09:17:53.000Z,-0.019292925,WMO
RT @UNFCCC: Applications for the Global Youth Video Competition are open. It's your chance to highlight the #ClimateAction of young people…,2018-08-16T09:15:28.000Z,0.280557974,WMO
"RT @metofficestorms: Tropical storms #Bebinca, #Rumbia and #Soulik active across the western Pacific. https://t.co/RTM2YWMqWr",2018-08-16T09:14:30.000Z,0.037836539,WMO
RT @BOM_au: #Spring is just around the corner!🌼 Get a sneak peek of what's in store with our first look at the #BOMOutlook for September–No…,2018-08-16T09:11:24.000Z,-0.096225045,WMO
RT @ZLabe: Temperatures are a record high so far this year on the Pacific side of the #Arctic in this data set (upper left - gray shading).…,2018-08-16T09:10:53.000Z,0,WMO
"RT @ArcticCouncil: Quick fact: The #Arctic Council works on consensus. That means that all eight member States agree to its actions, initia…",2018-08-15T14:09:12.000Z,0.42792502,WMO
RT @NASAViz: Fifteen years of satellite data show changes in freshwater around the world.@NASAEarth Check out @NASAViz app to see the full…,2018-08-15T14:08:18.000Z,0,WMO
"The 2019 @WMO Calendar Competition closes today, 15 August. Last chance to submit your most beautiful photos on the theme: The #Sun, the #Earth &amp; the #Weather. Details https://t.co/X2Ny0gEy7U Photo by our 2018 Calendar winner, Maximilian Ziegler taken in Neckar Valley, #Germany https://t.co/S598S7Pwki",2018-08-15T12:35:11.000Z,0.206093803,WMO
"RT @NOAASatellites: The smoke from the western North America #wildfires is moving eastward across the Atlantic Ocean, captured here by our…",2018-08-15T08:49:15.000Z,-0.054554473,WMO
RT @polarprediction: Since the start of the 2nd #SpecialObservingPeriod during Year of #PolarPrediction Andreas Raeke &amp; Christian Rohleder…,2018-08-15T08:35:46.000Z,0,WMO
"@thetallfeelings @ONU_fr Bonjour, la date limite a été prolongé jusqu'au 15 août.",2018-08-15T08:29:05.000Z,-0.069337525,WMO
RT @NOAAClimate: Explore temperature and precipitation weather data from around the world with these maps and graphs.   https://t.co/Ba6Qkw…,2018-08-14T15:41:29.000Z,-0.033087094,WMO
"#Reminder The 2019 @WMO Calendar Competition closes tomorrow. Submit your most beautiful photos on the theme: The #Sun, the #Earth &amp; the #Weather. Details at https://t.co/X2Ny0gEy7U Photo by our 2017 Calendar winner, Shyamalee Subramanyam, taken in #Melbourne, #Australia https://t.co/bRLaxirWLm",2018-08-14T12:27:18.000Z,0.187363275,WMO
#NowReading The State of the Polar Oceans 2018 by @BAS_News: Understanding the polar oceans is absolutely key to understanding the big questions about our global environment. Read the full report here: https://t.co/996040vuld https://t.co/QBKuLunYsL,2018-08-14T09:35:56.000Z,0.424861039,WMO
Deadline reminder: WMO #HydroHub has launched its first call for innovative solutions in operational #hydrology. Seed-funding of up to 100.000 CHF (tnx Switzerland) for those who can help improve monitoring of our precious water resources! https://t.co/6TaC8aEmlh https://t.co/OM1Vk3YnHV,2018-08-14T07:27:02.000Z,0.232355206,WMO
RT @NOAANCEIclimate: Full July 2018 U.S. Climate Report now available: https://t.co/sS6lw5hCP0 #StateOfClimate https://t.co/52xroy7tBu,2018-08-14T06:35:07.000Z,0.109137266,WMO
"RT @ZLabe: Ranking of #Arctic air temperatures by month over the satellite era - now updated through July 2018

+ Ranks: 1=warmest (red), 4…",2018-08-14T06:05:45.000Z,0,WMO
RT @MetOffice_Sci: Warmer than average global temperature in 2017 meant that glaciers continued to lose mass for the 38th consecutive year…,2018-08-13T18:25:41.000Z,0.163663418,WMO
"RT @ArcticCouncil: Quick fact: #Finland assumed the #Arctic Council Chairmanship in May 2017, and #Iceland will follow in 2019. You can rea…",2018-08-13T14:55:26.000Z,0.185287725,WMO
WMO has issued a Call for Candidates for a Temporary Scientific Officer (P4) in Aircraft and Remotely-sensed Observations to assist in the high-level development and implementation of an inter-organization collaborative observing program. Learn more at https://t.co/ZXYvV6iZJe https://t.co/EFbCQPcUBx,2018-08-13T14:21:29.000Z,0.403921884,WMO
RT @NOAASatellites: WOW! What a view of the partial #solareclipse this weekend! The SUVI instrument on #GOESEast captured the moon passing…,2018-08-13T13:15:16.000Z,0.140944534,WMO
"RT @UN4Youth: Happy International #YouthDay! 🎉🎉🎉
This year, let's celebrate the contribution of #SafeSpaces4Youth to youth engagement &amp; emp…",2018-08-13T08:40:17.000Z,0.475277885,WMO
RT @ECMWF: The recent #HeatWave2018 has seen extreme temperatures in many countries across Europe. The map shows ECMWF analysis of maximum…,2018-08-10T20:50:41.000Z,0,WMO
RT @NOAA: NOAA forecasters lower Atlantic #HurricaneSeason prediction -- BUT stress importance of preparedness: https://t.co/homLnMtuhN  #H…,2018-08-10T13:39:59.000Z,-0.132582521,WMO
"July 2018 was the #warmest July ever recorded in #Finland by the Finnish Met Institute during its history. In #Lapland, the average temperature was 5 °C higher than usual and 2.5–4 °C higher than usual in the rest of the country. https://t.co/CL5H7ZfPHq Photo: Timo Newton-Syms https://t.co/vU4dMX51Wv",2018-08-10T09:24:36.000Z,0.085235242,WMO
"RT @NWS: Our hurricane centers are busy tracking #Hector #Kristy and #John in what has become an active Pacific. @NHC_Pacific
💻https://t.co…",2018-08-09T14:20:07.000Z,-0.068853966,WMO
"RT @NWSCPC: There is an approximately 60% chance of #ElNino in the Northern Hemisphere during Fall 2018 (September-November), increasing to…",2018-08-09T14:12:56.000Z,0,WMO
"RT @metoffice: Here's a bit more about what the #jetstream is and how it impacts our weather.

You can learn more with our weekly explainer…",2018-08-09T14:11:13.000Z,0.277818123,WMO
"#throwbackthursday to this winner from our 2016 WMO Calendar Photo Competition taken by Daniel Pavlinovic in Dubrovnik, #Croatia. 2019 Competition now open - submit your most beautiful photos on the theme: The #Sun, the #Earth &amp; the #Weather. Details at https://t.co/X2Ny0gEy7U https://t.co/VqDLHrXlam",2018-08-09T13:18:31.000Z,0.167630026,WMO
WMO vacancy notice: Associate Support Officer (P2) in the Global Hydrometry Support Facility. Deadline is 13 August. More details: https://t.co/oYfXOknmv9 https://t.co/WXGpBjspbH,2018-08-09T13:04:54.000Z,0.189581179,WMO
RT @CopernicusECMWF: #ICYMI Our latest hydrological maps for July are out! Dry soil in northern Europe leading to intense wildfires. Wet co…,2018-08-09T07:57:32.000Z,0,WMO
RT @CopernicusECMWF: Our monthly sea-ice cover summary is out! Sea-ice coverage was below average in both polar regions. Especially low cov…,2018-08-09T07:56:38.000Z,-0.154397001,WMO
RT @ClimateCentral: How hot will global cities be by 2100? Explore in our Shifting Cities interactive https://t.co/eoakUFgnpK,2018-08-09T07:43:20.000Z,0.027284316,WMO
Great shot of #lightning striking a building during last night’s incredible #thunderstorm in #NYC. Photo by @maximusupinNYc cia @CLIMATEwBORDERS https://t.co/ic55w9YX5A,2018-08-09T07:27:00.000Z,0.169074725,WMO
Get the latest updates and information on #Typhoon #Shanshan as it heads towards Japan: https://t.co/gcRV3X49eM https://t.co/zu5JZuNZ7h,2018-08-08T15:07:35.000Z,-0.039223227,WMO
@PuraCarlura @uncclearn @UNITAR @UNGeneva @UNFCCC @Connect4Climate Thank you Carla for letting us know! We've updated the information.,2018-08-08T06:30:25.000Z,0.16681531,WMO
RT @NOAASatellites: The #Mendocino Complex #fire is now the largest in California history. #NOAA20 captured this satellite imagery showing…,2018-08-07T17:34:34.000Z,0,WMO
"Fantastic photo by @lagocardiel of #lenticular #clouds seen outside of Sarmiento, Chubut #Argentina https://t.co/BhhoT7ny6b",2018-08-07T14:22:54.000Z,0.1720618,WMO
RT @EUEnvironment: Air pollution is the single largest environmental health risk in #Europe. So how clean is the air you’re breathing right…,2018-08-07T13:49:21.000Z,0.210407756,WMO
"RT @NOAAClimate: While there are a few notable exceptions, most ocean basins had higher-than-average heat content in 2017. https://t.co/bKj…",2018-08-07T13:44:10.000Z,0.150226836,WMO
"RT @CopernicusEU: To break away for a second from #wildfires, #hurricanes and serious environmental issues, let’s start a light summer seri…",2018-08-07T10:27:50.000Z,-0.437061469,WMO
"Heat warnings continue throughout Europe with #RedAlerts for high temperatures in #Croatia, #Poland and #Switzerland. Stay informed: https://t.co/nXQmEViEuR https://t.co/PObnONILuO",2018-08-07T10:27:30.000Z,-0.025361209,WMO
"RT @CopernicusECMWF: 📣Latest #temperature summary of #Copernicus #C3S is out! Third warmest July on record. Scandinavia, California, easter…",2018-08-06T20:33:08.000Z,0,WMO
"Ranking of the highest maximum temperature of the summer so far in Europe. Dark red means #record high since 1950, bright red second place etc. And the #heatwave is not over yet. Source: https://t.co/boWpr7Etym  (until 3 Aug 2018) via @JillPeetersWX https://t.co/pyInuyuTkX",2018-08-06T20:30:53.000Z,-0.080314033,WMO
RT @metofficestorms: Tropical Storms #Ileana and #John strengthening just to the southwest of #Mexico in the eastern Pacific. https://t.co/…,2018-08-06T15:15:40.000Z,0.064309751,WMO
"RT @IPCC_CH: Save the Date: #IPCC Special Report Global Warming of 1.5ºC
#SR15 #ClimateChange
https://t.co/rTYtUlz9D3 https://t.co/Zfvzin4a…",2018-08-06T12:03:14.000Z,0.34,WMO
"RT @MetEireann: Here's yesterday's max temps from across Europe.
Spain reached a max of 46.6°C at El Granado.
Portugal's max was 46.4°C at…",2018-08-06T09:10:22.000Z,0,WMO
#Hector is about to cross into the Central Pacific Basin as a Category 4 #Hurricane. No coastal watches or warnings in effect at this time. More info: https://t.co/KSb9WrG3OB https://t.co/W5vxvRHjls,2018-08-06T08:43:59.000Z,-0.019662502,WMO
"RT @CopernicusEU: #heatwave usually rhymes with pollution. 

Alarming Nitrogen dioxide levels in #Paris #Madrid #Lisboa #London #Cologne #A…",2018-08-06T07:42:31.000Z,-0.018575636,WMO
RT @NHC_Pacific: The eastern Pacific will likely become more active over the next few days. Several disturbances to the east of Hurricane #…,2018-08-03T12:42:49.000Z,-0.094935789,WMO
"Great time-lapse of thunderstorm clouds at 36,000 feet at the top of the anvils near #Phoenix. Video by @MPrendergastTX https://t.co/opGwM8zcFP",2018-08-03T10:54:06.000Z,0.136421582,WMO
"As high temperatures continue to grip #Portugal, #Spain and #France, we look at our current record holder for the highest temperature in Europe: #Athens #Greece. Details: https://t.co/gYEsjZZuBH https://t.co/nFj3KAZDse",2018-08-03T10:32:49.000Z,0.078578831,WMO
Great timelapse video that shows the development of a spectacular #cumulonimbus at Lake Balaton in #Hungary (28/07/2018). Video by Akos Horvath PhD via @CLIMATEwBORDERS https://t.co/8r8AUY3eoF,2018-08-03T08:53:38.000Z,0.177348057,WMO
RT @MetOffice_Sci: Greenhouse gases in the atmosphere were the highest on record (again) in 2017. Average CO2 levels reached 405 parts per…,2018-08-03T08:04:05.000Z,0,WMO
"Ongoing weather alerts in Europe: Storms and high temperatures with #RedAlerts in #Croatia, #Portugal, #Spain and #Switzerland. Stay informed: https://t.co/nXQmEViEuR https://t.co/7tOjMpC43w",2018-08-03T06:51:39.000Z,0,WMO
#Hector has intensified into the 4th Eastern Pacific #Hurricane of the season. @NHC_Pacific issuing advisories: https://t.co/KSb9WrG3OB https://t.co/aclKtQOrsR,2018-08-02T14:40:16.000Z,-0.12602086,WMO
"RT @NOAASatellites: Another major wave of Saharan dust crosses the Atlantic, captured here by #GOESEast yesterday. Winds are also pushing s…",2018-08-02T14:17:11.000Z,-0.013642158,WMO
RT @eumetsat: This GIF shows the view from #Meteosat over central Europe at 10:45 CET on both 2 June/2 Aug. You can clearly see the differe…,2018-08-02T14:16:33.000Z,0.111387756,WMO
"#throwbackthursday to this winner from our 2016 WMO Calendar photo competition by Marko Korosec. 2019 Competition now open - submit your most beautiful photos relating to the theme - The #Sun, the #Earth and the #Weather. Details at https://t.co/X2Ny0gEy7U https://t.co/vP95BNb0AW",2018-08-02T13:25:55.000Z,0.185025023,WMO
"RT @MetOffice_Sci: Globally, 2017 was one of the top 3 warmest years on record, with impacts felt across the world. International #StateOfC…",2018-08-02T12:23:15.000Z,0.12518903,WMO
España emite avisos por calor extremo al alcanzarse temperaturas de 40 ºC. En el vídeo de 2017 de #Elveranoenlaciudad de @monicalopez_tve y @ClimateCentral se analiza cómo el verano de #Madrid podría acabar pareciéndose al de #LasVegas debido al #cambioclimático https://t.co/OmgZMJ9fab,2018-08-02T09:30:52.000Z,0,WMO
Extreme heat warnings issued in Spain as temperatures top 40 °C. #CityHeat video by @monicalopez_tve with @ClimateCentral (from 2017) looks at how #climatechange could make #Madrid summer weather more like #LasVegas https://t.co/b8zsjXtluc,2018-08-02T08:49:39.000Z,0.236643191,WMO
"Storm and high temperature warnings continue today throughout Europe with #RedAlerts for #Croatia, #Portugal, #Spain and #Switzerland. Stay informed: https://t.co/nXQmEViEuR https://t.co/IZwC6Xmbo6",2018-08-02T08:21:44.000Z,-0.083379476,WMO
RT @NOAAClimate: The State of the Climate is the most comprehensive annual examination of Earth's climate. See the highlights from this yea…,2018-08-02T07:59:13.000Z,0.184169136,WMO
